,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Setosa = 0,,Learning Rate,,0.1,,,,,,,,,,,,,
,31,4.8,3.1,1.6,0.2,0,,0.2672321775,-0.5729431742,-0.2985949392,0.3639972164,0.527063786,-2.720731067,0.06176108982,0,0.06176108982,0.003814432216,,0.007157697451,0.03435694777,0.0221888621,0.01145231592,0.00143153949
,32,5.4,3.4,1.5,0.4,0,,0.2665164078,-0.576378869,-0.3008138254,0.3628519848,0.5269206321,-3.113650261,0.04254769357,0,0.04254769357,0.001810306228,,0.003466563747,0.01871944423,0.01178631674,0.005199845621,0.001386625499
,33,5.2,4.1,1.5,0.1,0,,0.2661697514,-0.5782508134,-0.3019924571,0.3623320003,0.5267819695,-3.382727355,0.03283966023,0,0.03283966023,0.001078443284,,0.002086055146,0.01084748676,0.0085528261,0.00312908272,0.0002086055146
,34,5.5,4.2,1.4,0.2,0,,0.2659611459,-0.5793355621,-0.3028477397,0.362019092,0.526761109,-3.580166002,0.02711533772,0,0.02711533772,0.0007352415398,,0.001430610434,0.007868357388,0.006008563824,0.002002854608,0.0002861220868
,35,4.9,3.1,1.5,0.1,0,,0.2658180848,-0.5801223978,-0.3034485961,0.3618188065,0.5267324968,-2.922070853,0.05107324417,0,0.05107324417,0.00260847627,,0.004950505849,0.02425747866,0.01534656813,0.007425758773,0.0004950505849
,36,5,3.2,1.2,0.2,0,,0.2653230342,-0.5825481457,-0.3049832529,0.3610762307,0.5266829917,-3.084736028,0.04374128825,0,0.04374128825,0.001913300298,,0.003659220156,0.01829610078,0.0117095045,0.004391064187,0.0007318440312
,37,5.5,3.5,1.3,0.2,0,,0.2649571122,-0.5843777557,-0.3061542033,0.3606371242,0.5266098073,-3.446510033,0.03087310824,0,0.03087310824,0.0009531488125,,0.001847444292,0.01016094361,0.006466055022,0.00240167758,0.0003694888584
,38,4.9,3.1,1.5,0.1,0,,0.2647723678,-0.5853938501,-0.3068008088,0.3603969565,0.5265728584,-2.961487285,0.04919639004,0,0.04919639004,0.002420284793,,0.004602431037,0.02255191208,0.01426753622,0.006903646556,0.0004602431037
,39,4.4,3,1.3,0.2,0,,0.2643121247,-0.5876490413,-0.3082275624,0.3597065918,0.5265268341,-2.673102408,0.06457930244,0,0.06457930244,0.004170486304,,0.007802318415,0.03433020102,0.02340695524,0.01014301394,0.001560463683
,40,5.1,3.4,1.5,0.2,0,,0.2635318928,-0.5910820614,-0.310568258,0.3586922904,0.5263707878,-3.163606104,0.0405584947,0,0.0405584947,0.001644991492,,0.003156546227,0.01609838576,0.01073225717,0.00473481934,0.0006313092453
,41,7,3.2,4.7,1.4,1,,0.2632162382,-0.5926919,-0.3116414837,0.3582188085,0.5263076568,-2.46242069,0.0785349797,0,-0.9214650203,0.8490977836,,-0.1333677544,-0.9335742809,-0.4267768141,-0.6268284457,-0.1867148562
,42,6.4,3.2,4.5,1.5,1,,0.2765530137,-0.4993344719,-0.2689638023,0.4209016531,0.5449791424,-1.068345621,0.2557178285,0,-0.7442821715,0.5539559508,,-0.2833128257,-1.813202084,-0.9066010421,-1.274907716,-0.4249692385
,43,6.9,3.1,4.9,1.5,1,,0.3048842962,-0.3180142635,-0.1783036981,0.5483924246,0.5874760663,1.126181394,0.7551335007,1,-0.2448664993,0.0599596025,,-0.09055500906,-0.6248295625,-0.2807205281,-0.4437195444,-0.1358325136
,44,5.5,2.3,4,1.3,1,,0.3139397971,-0.2555313072,-0.1502316453,0.5927643791,0.6010593177,1.715419453,0.8475378916,1,-0.1524621084,0.02324469449,,-0.03940151873,-0.216708353,-0.09062349307,-0.1576060749,-0.05122197434
,45,6.5,2.8,4.6,1.5,1,,0.317879949,-0.2338604719,-0.1411692959,0.6085249866,0.6061815151,2.111000064,0.8919677384,1,-0.1080322616,0.01167096954,,-0.02082025661,-0.1353316679,-0.0582967185,-0.09577318039,-0.03123038491
,46,5.7,2.8,4.5,1.3,1,,0.3199619747,-0.2203273051,-0.1353396241,0.6181023046,0.6093045536,2.258701678,0.9053984856,1,-0.09460151437,0.008949446522,,-0.01620563066,-0.09237209474,-0.04537576584,-0.07292533795,-0.02106731985
,47,6.3,3.3,4.7,1.6,1,,0.3215825377,-0.2110900957,-0.1308020475,0.6253948384,0.6114112856,2.477681976,0.9225623579,1,-0.07743764212,0.005996588416,,-0.0110644535,-0.06970605703,-0.03651269654,-0.05200293144,-0.0177031256
,48,4.9,2.4,3.3,1,1,,0.3226889831,-0.20411949,-0.1271507779,0.6305951315,0.6131815981,1.711487148,0.8470290746,1,-0.1529709254,0.02340010401,,-0.03964113689,-0.1942415707,-0.09513872853,-0.1308157517,-0.03964113689
,49,6.6,2.9,4.6,1.3,1,,0.3266530968,-0.1846953329,-0.117636905,0.6436767067,0.6171457118,2.529719151,0.9261991585,1,-0.0738008415,0.005446564207,,-0.01008920637,-0.06658876204,-0.02925869847,-0.0464103493,-0.01311596828
,50,5.2,2.7,3.9,1.4,1,,0.3276620174,-0.1780364567,-0.1147110352,0.6483177416,0.6184573086,2.486432072,0.9231851672,1,-0.07681483278,0.005900518535,,-0.01089454238,-0.05665162038,-0.02941526443,-0.04248871529,-0.01525235933
,51,5,2,3.5,1,1,,0.3287514716,-0.1723712946,-0.1117695087,0.6525666132,0.6199825446,2.147321672,0.8954182319,1,-0.1045817681,0.01093734623,,-0.01958699844,-0.09793499219,-0.03917399688,-0.06855449453,-0.01958699844
,52,5.9,3,4.2,1.5,1,,0.3307101715,-0.1625777954,-0.107852109,0.6594220626,0.6219412444,2.750429381,0.9399375951,1,-0.06006240492,0.003607492485,,-0.006781635622,-0.04001165017,-0.02034490687,-0.02848286961,-0.01017245343
,53,6,2.2,4,1,1,,0.3313883351,-0.1585766304,-0.1058176183,0.6622703496,0.6229584898,2.41916968,0.9182774557,1,-0.08172254431,0.006678574248,,-0.01226556834,-0.07359341002,-0.02698425034,-0.04906227334,-0.01226556834
,54,6.1,2.9,4.7,1.4,1,,0.3326148919,-0.1512172894,-0.1031191933,0.6671765769,0.6241850466,3.120732743,0.9577398953,1,-0.04226010473,0.001785916452,,-0.003420886871,-0.02086740991,-0.009920571925,-0.01607816829,-0.004789241619
,55,5.6,2.9,3.6,1.3,1,,0.3329569806,-0.1491305484,-0.1021271361,0.6687843937,0.6246639708,2.421344194,0.9184404915,1,-0.08155950851,0.006651953428,,-0.01221884675,-0.06842554181,-0.03543465558,-0.04398784831,-0.01588450078
,56,6.7,3.1,4.4,1.4,1,,0.3341788652,-0.1422879942,-0.09858367056,0.6731831786,0.6262524208,2.9139993,0.9485341494,1,-0.05146585058,0.002648733776,,-0.005024828879,-0.03366635349,-0.01557696952,-0.02210924707,-0.00703476043
,57,5.6,3,4.5,1.5,1,,0.3346813481,-0.1389213589,-0.0970259736,0.6753941033,0.6269558969,3.245351128,0.9625057022,1,-0.0374942978,0.001405822368,,-0.00270622409,-0.01515485491,-0.008118672271,-0.01217800841,-0.004059336136
,58,5.8,2.7,4.1,1,1,,0.3349519705,-0.1374058734,-0.09621410638,0.6766119041,0.6273618305,2.679690455,0.9358175339,1,-0.06418246612,0.004119388957,,-0.00770999283,-0.04471795841,-0.02081698064,-0.0316109706,-0.00770999283
,59,6.2,2.2,4.5,1.5,1,,0.3357229698,-0.1329340775,-0.09413240831,0.6797730012,0.6281328298,3.305618141,0.9646210439,1,-0.0353789561,0.001251670535,,-0.002414775475,-0.01497160795,-0.005312506046,-0.01086648964,-0.003622163213
,60,5.6,2.5,3.9,1.1,1,,0.3359644474,-0.1314369168,-0.09360115771,0.6808596501,0.6284950461,2.712612006,0.9377667604,1,-0.06223323963,0.003872976115,,-0.007263896528,-0.04067782056,-0.01815974132,-0.02832919646,-0.007990286181
,61,5.9,3.2,4.8,1.8,1,,0.336690837,-0.1273691347,-0.09178518358,0.6836925698,0.6292940747,3.705954024,0.9760127691,1,-0.02398723095,0.0005753872486,,-0.001123170604,-0.006626706562,-0.003594145932,-0.005391218898,-0.002021707087
,62,6.1,2.8,4,1.3,1,,0.3368031541,-0.126706464,-0.09142576898,0.6842316917,0.6294962454,2.863173456,0.9459956543,1,-0.0540043457,0.002916469354,,-0.00551793467,-0.03365940149,-0.01545021708,-0.02207173868,-0.007173315071
,63,6.3,2.5,4.9,1.5,1,,0.3373549476,-0.1233405239,-0.08988074728,0.6864388655,0.6302135769,3.644478585,0.9745306099,1,-0.02546939013,0.0006486898333,,-0.001264336198,-0.007965318046,-0.003160840495,-0.006195247369,-0.001896504297
,64,6.1,2.8,4.7,1.2,1,,0.3374813812,-0.1225439921,-0.08956466323,0.6870583903,0.6304032274,3.32484028,0.9652712166,1,-0.03472878339,0.001206088396,,-0.002328404827,-0.01420326944,-0.006519533515,-0.01094350269,-0.002794085792
,65,6.4,2.9,4.3,1.3,1,,0.3377142217,-0.1211236651,-0.08891270987,0.6881527406,0.6306826359,3.083620117,0.9562120117,1,-0.04378798833,0.001917387922,,-0.003666858724,-0.02346789584,-0.0106338903,-0.01576749251,-0.004766916342
,66,6.6,3,4.4,1.4,1,,0.3380809075,-0.1187768756,-0.08784932084,0.6897294898,0.6311593276,3.20903838,0.9611729943,1,-0.0388270057,0.001507536371,,-0.002898006496,-0.01912684287,-0.008694019488,-0.01275122858,-0.004057209094
,67,6.8,2.8,4.8,1.4,1,,0.3383707082,-0.1168641913,-0.0869799189,0.6910046127,0.6315650485,3.501163643,0.9707208603,1,-0.02927913971,0.0008572680221,,-0.001664335904,-0.01131748415,-0.004660140531,-0.007988812338,-0.002330070265
,68,6.7,3,5,1.7,1,,0.3385371418,-0.1157324429,-0.08651390484,0.6918034939,0.6317980555,3.836662224,0.9788897894,1,-0.02111021059,0.0004456409911,,-0.0008724668318,-0.005845527773,-0.002617400496,-0.004362334159,-0.001483193614
,69,6,2.9,4.5,1.5,1,,0.3386243885,-0.1151478901,-0.08625216479,0.6922397273,0.6319463749,3.460604105,0.9695458091,1,-0.03045419095,0.0009274577463,,-0.001798425542,-0.01079055325,-0.005215434072,-0.008092914939,-0.002697638313
,70,5.7,2.6,3.5,1,1,,0.338804231,-0.1140688348,-0.08573062139,0.6930490188,0.6322161387,2.523599962,0.9257797933,1,-0.07422020668,0.00550863908,,-0.0101995735,-0.05813756894,-0.02651889109,-0.03569850724,-0.0101995735
,71,5.5,2.4,3.8,1.1,1,,0.3398241884,-0.1082550779,-0.08307873228,0.6966188695,0.6332360961,2.888743713,0.9472871851,1,-0.05271281487,0.002778640852,,-0.005264341742,-0.02895387958,-0.01263442018,-0.02000449862,-0.005790775916
,72,5.5,2.4,3.7,1,1,,0.3403506225,-0.1053596899,-0.08181529026,0.6986193194,0.6338151736,2.783222287,0.9417624256,1,-0.05823757435,0.003391615066,,-0.006388191264,-0.03513505195,-0.01533165903,-0.02363630768,-0.006388191264
,73,5.8,2.7,3.9,1.2,1,,0.3409894417,-0.1018461847,-0.08028212435,0.7009829502,0.6344539928,3.028698132,0.9538539029,1,-0.04614609706,0.002129462274,,-0.004062391802,-0.02356187245,-0.01096845787,-0.01584332803,-0.004874870162
,74,6,2.7,5.1,1.6,1,,0.3413956808,-0.09948999746,-0.07918527857,0.702567283,0.6349414798,4.129654955,0.9841663101,1,-0.0158336899,0.000250705736,,-0.0004934722782,-0.002960833669,-0.001332375151,-0.002516708619,-0.0007895556451
,75,5.4,3,4.5,1.5,1,,0.3414450281,-0.0991939141,-0.07905204105,0.7028189538,0.6350204354,3.683857714,0.9754899762,1,-0.02451002384,0.0006007412688,,-0.001172034172,-0.006328984529,-0.003516102516,-0.005274153774,-0.001758051258
,76,6,3.4,4.5,1.6,1,,0.3415622315,-0.09856101564,-0.0787004308,0.7033463692,0.6351962405,3.663987319,0.9750103737,1,-0.02498962632,0.0006244814236,,-0.001217751732,-0.007306510394,-0.00414035589,-0.005479882796,-0.001948402772
,77,6.7,3.1,4.7,1.5,1,,0.3416840067,-0.0978303646,-0.07828639521,0.7038943575,0.6353910808,3.70492284,0.9759886153,1,-0.02401138473,0.0005765465967,,-0.001125405829,-0.007540219056,-0.00348875807,-0.005289407397,-0.001688108744
,78,6.3,2.3,4.4,1.3,1,,0.3417965472,-0.0970763427,-0.07793751941,0.7044232982,0.6355598916,3.476649665,0.9700160292,1,-0.02998397078,0.0008990385035,,-0.001744163519,-0.01098823017,-0.004011576093,-0.007674319482,-0.002267412574
,79,5.6,3,4.1,1.3,1,,0.3419709636,-0.09597751968,-0.0775363618,0.7051907302,0.6357866329,3.289692384,0.9640735011,1,-0.03592649887,0.001290713321,,-0.002488685021,-0.01393663612,-0.007466055062,-0.01020360858,-0.003235290527
,80,5.5,2.5,4,1.3,1,,0.3422198321,-0.09458385607,-0.07678975629,0.706211091,0.6361101619,3.281821808,0.9637998996,1,-0.0362001004,0.001310447269,0.03745191423,-0.002526017893,-0.01389309841,-0.006315044733,-0.01010407157,-0.003283823261
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
epoch 3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
epoch 4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
epoch 5,,,,,,,,,,,,,,,,,,,,,,,
